"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1.Yes","HOME_VAL","MSTATUS.Yes","SEX.z_F","EDUCATION..High.School","EDUCATION.Bachelors","EDUCATION.Masters","EDUCATION.PhD","JOB.Clerical","JOB.Doctor","JOB.Home.Maker","JOB.Lawyer","JOB.Manager","JOB.Professional","JOB.Student","JOB.z_Blue.Collar","TRAVTIME","CAR_USE.Private","BLUEBOOK","TIF","CAR_TYPE.Minivan","CAR_TYPE.Panel.Truck","CAR_TYPE.Sports.Car","CAR_TYPE.Van","CAR_TYPE.z_SUV","RED_CAR.yes","OLDCLAIM","CLM_FREQ","REVOKED.Yes","MVR_PTS","CAR_AGE","URBANICITY.Highly.Urban..Urban"
"6516",1,346.50324666,0,31,1,7,2206,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,26,1,2234,6,0,0,0,0,1,0,1097,2,0,0,1,1
"802",0,0,0,55,0,12,6115,0,3682,1,0,0,0,1,0,0,0,0,0,1,0,0,0,60,0,2187,4,0,1,0,0,0,0,1,0,0,0,16,1
"2517",0,0,0,46,0,11,199,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,27,1,1097,11,0,0,0,0,1,0,1,0,0,4,22,1
"2670",1,7407,0,45,0,10,4393,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,0,2408,3,0,0,0,0,1,0,1,0,0,6,1,1
"250",0,0,0,43,0,10,6545,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,43,0,1638,1,0,1,0,0,0,0,1553,2,0,4,7,1
"2077",1,4550,0,31,1,11,3018,1,1170,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,739,6,0,0,0,0,0,0,2575,1,0,8,1,1
"2456",0,0,0,54,0,16,3713,0,3529,1,1,0,1,0,0,1,0,0,0,0,0,0,0,40,1,830,1,0,0,1,0,0,0,1,0,0,1,8,1
"5350",0,0,0,49,0,14,5587,0,2243,1,1,0,1,0,0,0,0,1,0,0,0,0,0,62,1,2440,17,0,0,0,0,1,0,1411,3,0,5,5,1
"5583",0,0,0,47,0,12,148,0,4345,1,1,0,0,1,0,0,0,0,0,0,1,0,0,57,1,652,17,1,0,0,0,0,0,1,0,0,1,10,1
"883",0,0,0,42,0,8,4648,0,2707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,197,1,0,0,0,0,0,0,1,0,0,2,1,0
"2516",1,32058.989859,0,52,0,8,4411,0,2876,1,1,0,0,1,0,0,0,0,1,0,0,0,0,78,1,446,6,0,0,0,0,1,0,1,0,0,0,16,1
"3461",0,0,0,60,0,12,2975,0,1631,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1145,1,1,0,0,0,0,0,1,0,0,0,1,1
"6295",0,0,0,50,0,13,1631,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,739,4,0,0,0,1,0,1,1,0,0,6,11,1
"4055",0,0,1,42,1,14,5300,0,3657,1,1,0,1,0,0,0,0,0,0,0,1,0,0,26,1,709,6,0,0,0,0,1,0,1,0,0,0,9,1
"281",0,0,0,42,0,9,4862,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,1261,1,0,1,0,0,0,1,263,4,0,6,19,1
"4611",1,3779,0,47,0,11,5934,0,2768,1,1,0,0,1,0,0,0,0,0,1,0,0,0,47,1,2770,1,0,0,0,0,1,0,1309,3,0,7,1,1
"3412",0,0,0,23,2,9,5109,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44,1,1967,10,1,0,0,0,0,1,1215,1,1,3,9,1
"569",0,0,0,30,0,12,5847,0,3692,1,0,0,1,0,0,0,0,0,0,0,1,0,0,27,1,1804,10,1,0,0,0,0,1,1,0,0,0,7,0
"5103",0,0,0,57,0,13,1618,0,4662,1,0,0,0,0,1,0,0,0,0,0,0,0,0,53,0,2052,1,0,1,0,0,0,1,240,1,0,3,21,1
"3029",1,7628,2,39,2,13,2064,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,209,10,0,0,0,0,0,0,1,0,0,5,1,1
"2335",0,0,0,34,1,5,2693,0,468,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,643,6,0,0,0,1,0,1,2280,3,0,0,1,1
"4670",0,0,0,48,0,11,2361,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,46,0,1273,7,0,0,0,0,1,0,1,0,0,1,8,0
"3472",0,0,0,46,0,11,5426,0,3394,1,1,0,1,0,0,0,0,1,0,0,0,0,0,5,1,2416,1,0,0,0,0,1,0,1,0,0,0,6,0
"1763",0,0,0,32,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,44,1,2773,9,0,0,0,0,1,0,2462,2,0,7,9,1
"2995",1,2856,0,61,0,3,1904,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,40,1,153,1,0,0,1,0,0,0,1,0,0,5,1,1
"4763",0,0,0,28,5,16,2589,0,848,1,1,1,0,0,0,1,0,0,0,0,0,0,0,39,1,1138,11,1,0,0,0,0,0,317,4,1,0,3,1
"5393",0,0,0,48,0,5,6506,0,4154,0,0,0,1,0,0,0,0,0,0,0,0,0,1,51,0,1,4,1,0,0,0,0,1,1,0,0,3,8,1
"5728",1,5003,0,27,3,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,16,0,1075,11,0,0,1,0,0,0,1479,3,0,7,8,1
"1313",1,5292,0,38,3,11,829,1,79,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53,1,2486,11,0,0,0,0,1,0,1,0,0,0,1,0
"5033",1,1315,0,49,0,9,5915,0,2927,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30,1,2533,3,0,0,1,0,0,0,1687,1,1,2,7,1
"1449",0,0,0,48,0,11,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,34,1,203,1,0,0,1,0,0,0,1,0,0,0,1,1
"2526",1,41076.869667,0,50,0,9,3271,0,2291,0,1,0,1,0,0,0,0,1,0,0,0,0,0,23,1,1461,1,0,0,0,0,1,0,2263,1,0,6,11,1
"4405",0,0,0,56,0,11,3556,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,23,0,955,1,0,0,0,1,0,1,1,0,0,1,10,1
"2506",0,0,0,51,0,4,3197,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24,1,2458,6,0,0,0,0,1,0,1,0,0,0,1,0
"3379",0,0,0,42,1,11,2994,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,1,1171,10,1,0,0,0,0,0,418,2,1,1,7,1
"5819",0,0,0,46,1,17,3523,0,573,1,0,0,0,1,0,0,0,0,0,1,0,0,0,8,1,476,6,1,0,0,0,0,1,1,0,0,0,16,1
"3392",1,4045,0,52,0,0,2,0,5079,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22,1,241,6,0,0,0,0,1,0,2327,1,0,0,10,1
"1394",0,0,0,43,2,17,1672,0,627,1,1,1,0,0,0,0,0,0,0,0,0,0,1,42,1,2576,4,0,0,0,0,1,0,2119,2,0,5,1,1
"1260",0,0,0,41,0,11,6584,0,3664,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32,0,155,7,0,0,0,0,0,1,1,0,0,0,13,1
"1201",1,6761,0,43,0,12,831,0,643,1,0,1,0,0,0,1,0,0,0,0,0,0,0,45,0,2738,4,0,0,0,0,0,0,1,0,0,3,6,1
"460",1,1842.2108931,0,27,4,13,3884,0,1291,1,1,0,0,0,0,0,0,0,0,0,0,0,1,22,1,2713,1,0,0,0,0,1,0,74,2,0,3,1,1
"14",1,1267,0,53,0,11,861,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,1723,6,0,1,0,0,0,1,1,0,0,3,10,1
"4193",0,0,0,47,0,12,1612,0,4653,1,1,0,0,0,1,0,0,0,0,0,0,0,0,39,0,1715,7,0,0,0,1,0,0,1,0,0,0,8,1
"6473",0,0,0,46,0,5,1390,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,61,1,1841,10,0,0,1,0,0,0,1,0,0,0,4,0
"2493",1,5252,0,34,4,15,472,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,0,843,1,0,0,0,1,0,0,2372,1,0,2,6,1
"3886",1,4704,0,39,0,10,5503,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,1,1529,10,1,0,0,0,0,0,1365,1,0,2,12,1
"1628",0,0,0,29,1,13,2190,0,763,1,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1,234,1,0,0,0,0,0,1,1,0,0,1,1,1
"3710",1,3279,0,42,0,6,768,0,4384,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1985,7,0,1,0,0,0,0,2674,2,0,2,1,1
"6384",1,7840.846833,0,36,3,13,5000,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,51,1,2362,4,0,0,0,0,1,0,1,0,0,0,1,1
"3486",0,0,0,54,0,16,5366,0,3392,1,1,0,0,1,0,0,0,0,1,0,0,0,0,37,1,940,6,1,0,0,0,0,0,1186,1,0,4,10,1
"6396",0,0,0,51,0,7,81,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,31,1,169,11,1,0,0,0,0,1,1,0,0,0,11,1
"4776",0,0,2,39,2,11,970,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35,1,2552,6,0,0,0,0,0,1,1,0,0,0,1,0
"2729",0,0,0,50,0,12,4107,0,2726,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,1,859,4,0,0,0,1,0,0,1,0,0,3,13,1
"5624",0,0,0,53,0,13,6075,0,3406,1,1,0,0,1,0,0,0,0,0,1,0,0,0,5,1,204,17,0,0,0,0,1,0,1,0,0,0,14,1
"3815",0,0,0,51,0,16,1366,0,1230,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,1,705,13,0,0,0,1,0,0,1,0,0,4,14,1
"429",1,4046,2,41,3,10,2036,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,26,1,2575,1,0,0,1,0,0,0,18,4,0,2,10,0
"2136",0,0,0,57,0,10,2381,0,4784,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,2075,1,0,1,0,0,0,1,2181,2,0,5,10,1
"3840",1,1798,0,57,0,13,4124,0,2506,1,1,0,0,0,0,0,0,0,0,0,0,0,1,55,0,2518,6,0,0,0,0,1,0,1,0,0,1,1,1
"4769",0,0,0,51,0,11,990,0,4474,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,1,1140,7,0,0,0,1,0,1,1,0,0,0,9,1
"2129",0,0,0,53,0,13,2896,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,49,1,64,16,0,0,0,0,1,0,1677,1,0,1,15,1
"354",0,0,0,48,0,12,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,25,0,2431,1,0,0,0,0,1,0,1,0,0,0,10,0
"5629",0,0,0,35,0,11,5786,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,33,1,345,10,0,0,0,0,1,0,1,0,0,5,7,1
"5275",0,0,0,31,2,11,1874,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,1,2221,10,1,0,0,0,0,1,1,0,0,0,1,1
"3092",0,0,0,56,0,12,6537,0,4096,1,1,0,0,1,0,0,0,0,1,0,0,0,0,38,1,1252,3,0,0,0,0,0,0,1,0,0,0,13,1
"5769",0,0,0,45,2,10,393,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,56,0,2345,14,0,0,0,0,1,0,1,0,0,2,5,0
"1102",0,0,0,43,1,14,3062,0,1410,1,1,0,0,0,0,1,0,0,0,0,0,0,0,21,1,1584,7,0,0,0,0,0,0,1,0,0,0,1,0
"3278",0,0,1,40,2,11,3364,1,2628,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,1,2771,13,0,0,0,0,1,0,882,1,0,9,11,1
"183",0,0,0,53,0,15,484,0,3929,1,1,0,0,0,0,0,0,0,0,1,0,0,0,25,1,1291,10,0,0,0,0,0,0,1,0,0,0,8,1
"735",1,6755,0,35,2,10,6598,1,3208,0,1,0,1,0,0,0,0,0,0,0,0,0,1,40,0,1108,9,0,0,0,0,1,0,230,2,0,3,15,1
"1559",0,0,0,39,1,11,5178,1,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,2643,4,0,0,0,0,0,1,117,2,0,4,6,1
"3170",1,2885,0,32,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,49,1,292,13,1,0,0,0,0,0,1461,4,0,9,18,1
"2198",1,4715,0,48,0,13,3565,0,1125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,1,2414,6,0,0,0,0,0,0,745,1,1,4,9,1
"6014",0,0,0,31,2,12,450,0,3853,1,0,0,0,0,0,0,0,0,0,0,1,0,0,57,1,662,6,0,0,0,1,0,1,1,0,0,0,1,0
"2862",1,19784.525565,2,36,3,12,1681,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,2599,1,0,0,0,0,1,0,1,0,0,0,1,0
"5814",0,0,0,29,0,7,1844,0,285,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,1,1836,1,1,0,0,0,0,1,2842,3,0,5,1,1
"2779",0,0,0,47,0,13,360,0,3862,1,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,1484,7,0,1,0,0,0,0,2043,3,0,6,13,1
"1998",0,0,1,39,2,15,1245,0,4287,1,0,1,0,0,0,0,0,0,0,0,0,0,1,31,1,1153,6,1,0,0,0,0,0,2516,2,0,2,1,1
"4217",1,6835,0,52,0,10,2081,0,412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,83,4,0,0,0,0,0,1,820,1,1,1,1,1
"3313",0,0,0,53,0,10,2039,0,859,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,1,99,1,1,0,0,0,0,1,2250,2,0,0,1,1
"6280",1,27711.373414,0,49,0,14,3095,0,1959,1,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,419,11,1,0,0,0,0,1,1048,3,0,2,8,1
"4725",0,0,0,53,0,11,5596,0,2771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,707,6,0,0,0,1,0,1,1,0,0,0,19,0
"4044",0,0,0,50,0,11,1281,0,1681,1,1,1,0,0,0,1,0,0,0,0,0,0,0,18,1,2613,6,0,0,0,0,1,0,2408,2,0,6,1,1
"3892",0,0,0,55,0,14,2450,0,2054,1,0,1,0,0,0,0,0,0,0,0,0,0,1,37,1,283,10,1,0,0,0,0,1,1,0,0,0,4,0
"2277",0,0,0,39,0,9,2794,0,1249,1,1,0,0,0,0,1,0,0,0,0,0,0,0,30,1,2357,4,0,0,0,0,1,0,1,0,0,0,9,0
"614",0,0,0,53,0,11,6531,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,804,9,0,0,0,1,0,1,1,0,0,0,10,1
"3082",0,0,0,53,0,0,2,0,4817,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,553,9,0,0,0,0,1,0,1701,1,1,0,1,1
"6217",0,0,0,48,0,11,1752,0,204,0,1,1,0,0,0,1,0,0,0,0,0,0,0,48,1,2480,6,0,0,0,0,1,0,2196,3,0,5,3,1
"5710",0,0,0,35,0,11,5398,0,3270,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1090,10,0,0,0,1,0,0,1,0,1,7,13,1
"1969",0,0,0,52,0,14,2085,0,397,1,1,0,0,0,0,1,0,0,0,0,0,0,0,53,1,149,6,0,0,0,0,1,0,1,0,0,1,1,0
"1234",0,0,0,34,1,11,505,0,3811,1,1,0,0,0,1,0,1,0,0,0,0,0,0,19,1,984,1,0,0,0,0,0,0,1,0,0,0,19,1
"2879",1,754.96815765,0,30,0,10,2231,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,41,1,2234,1,0,0,0,0,1,0,2124,4,0,0,8,1
"31",0,0,0,52,0,8,3959,0,2744,1,1,0,1,0,0,0,0,0,0,0,1,0,0,37,1,1,4,0,0,0,0,1,0,1,0,0,1,10,1
"4356",0,0,0,52,0,10,4469,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45,0,271,4,1,0,0,0,0,1,226,3,0,0,5,1
"2186",0,0,0,34,3,12,3137,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,43,0,2450,4,0,0,0,0,1,0,2471,2,0,2,1,1
"3678",0,0,2,44,3,13,5602,0,3744,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1741,6,1,0,0,0,0,1,1,0,0,0,1,1
"799",0,0,0,45,3,14,1890,1,4726,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,0,1953,1,0,1,0,0,0,1,1,0,0,0,20,1
"3905",1,2194,0,57,0,12,4714,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2568,4,0,0,0,0,0,0,2387,1,0,4,9,1
"5863",0,0,0,58,0,12,5410,0,3167,1,0,0,1,0,0,0,0,0,0,0,1,0,0,37,1,473,1,1,0,0,0,0,0,1,0,0,0,1,1
"6211",0,0,0,49,0,11,3669,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,2440,19,0,0,0,0,0,1,2554,1,0,0,12,1
"4397",0,0,1,59,1,17,4230,0,2649,1,1,0,1,0,0,0,0,0,0,0,1,0,0,34,1,416,1,0,0,0,0,1,0,1,0,0,0,10,0
"6074",1,2939,0,56,0,10,1464,0,416,1,1,0,0,1,0,0,0,0,1,0,0,0,0,12,1,2686,1,0,0,0,0,1,0,1,0,1,0,17,1
"3537",0,0,0,55,0,13,4514,0,2285,1,1,0,1,0,0,0,0,0,0,0,1,0,0,32,1,308,1,0,0,0,0,1,0,2305,2,0,4,5,1
"5650",0,0,1,40,1,13,5298,0,2916,1,1,0,0,1,0,0,0,0,1,0,0,0,0,44,1,2658,4,0,0,0,0,1,0,1,0,0,0,1,0
"553",0,0,0,30,3,14,3231,0,794,1,1,0,0,0,0,1,0,0,0,0,0,0,0,28,1,1829,3,1,0,0,0,0,0,1,0,0,0,1,0
"5533",0,0,1,45,2,0,2,0,440,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87,1,1,7,1,0,0,0,0,0,1,0,0,0,1,0
"3177",0,0,0,50,0,7,4803,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,21,1,2583,6,0,0,0,0,1,0,306,2,0,2,7,1
"2203",0,0,0,42,0,10,1132,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,34,1,402,6,0,0,1,0,0,0,1,0,0,1,10,1
"552",1,2705,0,36,0,12,1730,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,2334,6,0,0,0,0,0,0,948,3,0,0,20,1
"1459",0,0,0,51,0,10,3502,0,2063,1,0,0,1,0,0,1,0,0,0,0,0,0,0,39,1,126,1,0,0,0,0,0,1,1,0,0,0,14,1
"3951",0,0,0,40,0,11,3475,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,42,1,1410,3,0,0,0,0,1,0,913,4,0,0,1,1
"1471",0,0,0,38,0,10,2963,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,24,1,516,10,0,0,0,0,1,0,597,3,0,7,5,1
"5451",0,0,0,54,0,13,5053,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,490,6,1,0,0,0,0,0,1,0,0,0,9,1
"6197",0,0,0,50,0,11,4101,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,49,1,2081,1,0,0,0,1,0,0,1,0,0,0,6,0
"4928",1,5216.1441799,0,39,0,9,4217,0,2411,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,61,4,0,0,0,0,0,0,1,0,0,2,5,1
"1932",0,0,0,58,0,15,6171,0,3530,1,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0,1297,10,0,1,0,0,0,0,1,0,1,2,15,1
"5961",0,0,0,49,0,14,988,0,4367,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,1673,6,0,1,0,0,0,1,1,0,0,0,12,1
"948",0,0,1,39,3,13,3757,0,2377,1,1,0,1,0,0,1,0,0,0,0,0,0,0,32,1,1334,8,0,0,1,0,0,0,1753,1,0,0,1,0
"2961",0,0,0,28,0,11,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,38,0,1254,1,1,0,0,0,0,0,72,1,0,2,7,1
"4067",0,0,0,50,0,15,4350,0,2986,1,1,0,1,0,0,0,0,0,0,0,1,0,0,31,1,2519,6,0,0,0,0,1,0,1,0,0,2,12,1
"1600",0,0,0,44,0,12,3980,0,2302,1,1,0,1,0,0,1,0,0,0,0,0,0,0,35,1,139,1,0,0,1,0,0,0,1,0,0,0,11,0
"150",0,0,0,48,0,10,3097,0,1069,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,2641,10,0,0,0,0,0,1,2415,2,0,6,1,1
"5969",1,3226,0,49,0,13,3776,0,1809,1,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,116,1,0,0,0,0,0,0,1048,2,0,0,12,1
"3035",1,5059,0,34,3,15,3315,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,0,2705,4,0,0,0,0,1,0,1096,1,0,0,7,1
"5636",0,0,0,49,0,15,3310,0,1761,1,0,0,0,1,0,0,0,0,1,0,0,0,0,39,1,339,1,1,0,0,0,0,0,1,0,0,0,16,1
"3377",0,0,0,35,0,12,126,0,3669,1,1,0,1,0,0,0,0,0,0,0,0,0,1,73,0,546,8,0,0,0,0,1,0,1,0,0,0,1,1
"1724",0,0,0,51,0,16,2180,0,814,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30,1,664,6,0,0,0,1,0,1,1656,1,0,1,1,1
"4245",0,0,0,35,2,14,1209,0,4426,1,1,0,1,0,0,0,0,0,0,0,1,0,0,45,0,1378,9,0,0,0,0,0,0,1,0,0,2,9,1
"1117",0,0,0,43,2,16,4799,0,2522,1,0,0,0,0,0,1,0,0,0,0,0,0,0,57,1,230,10,1,0,0,0,0,0,1,0,0,1,1,0
"5257",0,0,0,47,0,10,5848,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,35,1,2269,6,0,0,1,0,0,0,1,0,0,0,13,1
"6163",0,0,0,42,2,11,59,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,1,2619,10,0,0,1,0,0,0,1,0,0,0,1,0
"1137",1,8162,0,62,0,12,2711,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,0,125,14,0,0,1,0,0,0,1562,3,0,7,1,1
"4815",1,3393,2,45,2,16,115,0,4063,1,1,0,1,0,0,0,0,0,0,0,0,0,1,25,0,198,3,0,0,0,0,1,0,1,0,1,3,11,1
"6300",0,0,0,53,0,11,46,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,1689,4,0,1,0,0,0,1,1,0,1,0,8,0
"5571",0,0,0,53,0,0,2,0,4880,1,1,0,1,0,0,0,0,1,0,0,0,0,0,27,1,608,16,0,0,0,0,0,0,1,0,0,0,8,1
"6226",1,3970,0,32,0,8,1286,0,5088,1,0,1,0,0,0,1,0,0,0,0,0,0,0,52,0,676,9,0,0,0,1,0,0,1681,1,1,5,1,1
"5229",0,0,0,36,0,9,3758,0,2295,1,1,0,0,0,0,0,0,0,0,1,0,0,0,48,1,335,6,0,0,0,0,1,0,1,0,0,0,1,1
"3915",0,0,2,41,2,14,6196,0,3565,1,1,0,0,0,0,0,0,0,0,0,0,0,1,45,1,829,1,1,0,0,0,0,0,77,3,0,4,11,1
"5953",1,3353,0,40,2,13,1,0,3627,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,1552,10,0,1,0,0,0,1,1,0,0,0,13,1
"6429",1,6001,0,58,0,13,5181,0,3295,1,1,0,1,0,0,0,0,0,0,0,1,0,0,33,1,1076,1,0,0,0,0,1,0,878,2,0,6,12,1
"3447",0,0,0,36,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28,0,2456,15,0,0,1,0,0,0,1,0,0,0,1,0
"1633",1,7041.6164144,0,56,0,8,4310,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,61,1,429,4,0,0,0,0,1,0,938,2,0,1,10,1
"5306",0,0,0,48,0,12,299,0,4297,1,1,0,0,1,0,0,0,0,1,0,0,0,0,24,1,1719,4,0,0,0,0,1,0,1,0,0,0,17,1
"2487",1,6035,0,57,0,11,5642,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,44,1,1560,7,0,0,0,0,0,0,866,2,0,0,1,1
"5051",1,4212,0,41,0,13,3055,0,1406,1,0,1,0,0,0,0,0,0,0,0,0,0,1,81,0,1550,4,0,1,0,0,0,0,12,2,0,5,5,1
"2428",0,0,0,42,2,11,3796,1,2005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2176,7,0,0,0,1,0,0,1,0,0,0,1,1
"557",0,0,0,52,0,11,3843,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,990,6,0,0,1,0,0,0,1,0,0,0,3,0
"3708",0,0,0,34,1,13,6451,0,3305,1,0,1,0,0,0,0,0,0,0,0,0,0,1,57,0,1684,1,0,1,0,0,0,1,438,3,0,5,7,1
"5702",0,0,0,50,0,12,5594,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,25,1,231,11,0,0,0,0,0,0,1,0,0,1,5,1
"5479",0,0,0,44,0,11,3837,0,487,1,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1,2416,10,0,0,0,0,0,0,1,0,0,2,1,1
"5820",0,0,1,39,2,0,2,0,4956,1,1,0,0,0,0,0,0,1,0,0,0,0,0,27,1,2644,1,0,0,0,0,1,0,1,0,0,0,6,1
"218",1,4658,1,39,2,15,4651,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,1189,6,0,0,0,1,0,1,1257,3,1,0,12,1
"535",0,0,0,41,0,10,1600,0,686,1,0,1,0,0,0,1,0,0,0,0,0,0,0,37,1,173,6,1,0,0,0,0,0,1,0,0,0,5,0
"4829",0,0,0,38,3,9,5448,0,5076,1,1,0,1,0,0,0,0,1,0,0,0,0,0,80,0,394,4,0,0,0,0,1,0,1,0,0,0,9,0
"5734",0,0,0,40,1,16,5008,0,2882,1,1,0,1,0,0,0,0,0,0,1,0,0,0,28,1,234,13,0,0,1,0,0,0,2587,3,0,6,11,1
"4547",1,1710,0,48,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,109,1,0,0,0,0,0,1,1,0,0,0,12,0
"4820",0,0,0,46,0,13,1,0,1309,1,0,0,1,0,0,1,0,0,0,0,0,0,0,34,1,249,5,1,0,0,0,0,0,1,0,0,0,11,0
"2557",0,0,0,30,1,11,6126,0,3593,1,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,964,3,0,0,0,0,1,0,1,0,0,0,20,1
"4373",0,0,1,39,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,38,0,2731,6,0,0,0,0,1,0,1843,2,0,0,1,0
"3067",0,0,0,41,2,13,3916,0,1965,1,1,0,0,0,0,0,0,0,0,0,0,0,1,37,0,1821,17,1,0,0,0,0,0,1612,2,1,0,1,1
"2021",0,0,0,56,2,18,6591,0,4192,1,0,0,1,0,0,0,0,0,0,1,0,0,0,35,0,688,3,0,0,0,1,0,1,1,0,0,1,9,1
"2616",1,4729,0,33,1,12,3235,0,886,1,1,0,0,0,0,0,0,0,0,0,0,0,1,22,0,2684,6,0,0,1,0,0,0,1,0,0,0,1,1
